Description,TotalQuantity,TotalRevenue,TotalOrders,AvgMonthlyDemand,ReorderPoint,InventoryStatus
SET/6 PURPLE BUTTERFLY T-LIGHTS,1948,3805.4400000000005,237,77.92,116.88,Medium Demand
SET/6 RED SPOTTY PAPER CUPS,16070,9666.7,621,642.8,964.1999999999999,High Demand
SET/6 RED SPOTTY PAPER PLATES,18278,13455.18,692,731.12,1096.68,High Demand
SET/6 SILVER REINDEER T-LIGHTS,244,254.79999999999998,39,9.76,14.64,Low Demand
SET/6 STRAWBERRY PAPER CUPS,13382,1570.3,29,535.28,802.92,High Demand
SET/6 STRAWBERRY PAPER PLATES,12806,1504.94,18,512.24,768.36,High Demand
SET/6 TURQUOISE BUTTERFLY T-LIGHTS,3679,7104.89,352,147.16,220.74,High Demand
SET/6 WOODLAND PAPER CUPS,13713,1843.7700000000002,56,548.52,822.78,High Demand
SET/6 WOODLAND PAPER PLATES,13668,1817.16,34,546.72,820.08,High Demand
SET/9 CHRISTMAS T-LIGHTS SCENTED ,716,867.64,67,28.64,42.96,Medium Demand
SET3 BOOK BOX GREEN GINGHAM FLOWER ,2805,10897.05,363,112.2,168.3,High Demand
SEWING BOX RETROSPOT DESIGN ,379,4725.05,172,15.16,22.740000000000002,Low Demand
SEWING SUSAN 21 NEEDLE SET,2418,1883.9999999999998,174,96.72,145.07999999999998,Medium Demand
SHAKER THROW  QUILTED,52,811.8,5,2.08,3.12,Low Demand
SHELF WITH 4 HOOKS HOME SWEET HOME,448,2247.36,95,17.92,26.880000000000003,Low Demand
SHOE SHINE BOX ,243,2394.6499999999996,135,9.72,14.580000000000002,Low Demand
SHOPPING BAG DOORSTOP,69,104.25,7,2.76,4.14,Low Demand
"SILICON CUBE 25W, BLUE",12,5.04,2,0.48,0.72,Low Demand
SILICON STAR BULB  BLUE,32,13.44,12,1.28,1.92,Low Demand
SILK PURSE BABUSHKA BLUE,466,1558.7,101,18.64,27.96,Low Demand
SILK PURSE BABUSHKA PINK,775,2591.1800000000003,157,31.0,46.5,Medium Demand
SILK PURSE BABUSHKA RED,716,2355.4,117,28.64,42.96,Medium Demand
SILK PURSE RUSSIAN DOLL BLUE,373,1225.55,65,14.92,22.38,Low Demand
SILK PURSE RUSSIAN DOLL PINK,449,1456.15,77,17.96,26.94,Low Demand
SILK PURSE RUSSIAN DOLL RED,575,1854.25,80,23.0,34.5,Medium Demand
SILVER  CANDLEPOT JARDIN ,275,1030.45,75,11.0,16.5,Low Demand
SILVER 2 STRAND NECKLACE-LEAF CHARM,8,60.0,5,0.32,0.48,Low Demand
SILVER AND BLACK ORBIT NECKLACE,1,2.95,1,0.04,0.06,Low Demand
SILVER APERITIF GLASS,355,290.72,14,14.2,21.299999999999997,Low Demand
SILVER BELLS TABLE DECORATION,2093,2565.85,213,83.72,125.58,Medium Demand
SILVER BLACK ORBIT BRACELET,10,49.5,7,0.4,0.6000000000000001,Low Demand
SILVER BLACK ORBIT DROP EARRINGS,14,59.5,7,0.56,0.8400000000000001,Low Demand
SILVER BLUE EGG T-LIGHT HOLDER,483,189.89,8,19.32,28.98,Low Demand
SILVER BOOK MARK WITH BEADS,78,66.3,13,3.12,4.68,Low Demand
SILVER BRACELET W PASTEL FLOWER,56,415.0,18,2.24,3.3600000000000003,Low Demand
SILVER CHARM NECKLACE 70CM,62,465.0,24,2.48,3.7199999999999998,Low Demand
SILVER CHERRY LIGHTS,59,338.45000000000005,11,2.36,3.54,Low Demand
SILVER CHRISTMAS TREE BAUBLE STAND ,207,3376.6499999999996,118,8.28,12.419999999999998,Low Demand
SILVER DIAMANTE PEN IN GIFT BOX,480,1119.34,59,19.2,28.799999999999997,Low Demand
SILVER DISCO HANDBAG,284,560.76,50,11.36,17.04,Low Demand
SILVER DROP EARRINGS WITH FLOWER,31,116.25,11,1.24,1.8599999999999999,Low Demand
SILVER FABRIC MIRROR,789,437.66,46,31.56,47.339999999999996,Medium Demand
SILVER FINCH DECORATION,187,206.39000000000001,12,7.48,11.22,Low Demand
SILVER FISHING GNOME ,108,730.15,42,4.32,6.48,Low Demand
SILVER FLOWR PINK SHELL NECKLACE,60,395.28000000000003,7,2.4,3.5999999999999996,Low Demand
SILVER GLASS T-LIGHT SET,335,912.5300000000001,51,13.4,20.1,Low Demand
SILVER GLITTER FLOWER VOTIVE HOLDER,2896,898.4,63,115.84,173.76,High Demand
SILVER HANGING T-LIGHT HOLDER,11965,18517.05,612,478.6,717.9000000000001,High Demand
SILVER HANGING T-LIGHT HOLDER DOME,274,452.1,33,10.96,16.44,Low Demand
SILVER HEART COMPACT MIRROR,8,30.0,4,0.32,0.48,Low Demand
SILVER HEARTS TABLE DECORATION,1245,1006.95,139,49.8,74.69999999999999,Medium Demand
SILVER HOOP EARRINGS WITH FLOWER,50,297.5,23,2.0,3.0,Low Demand
SILVER JEWELLED MIRROR TRINKET TRAY,96,739.24,40,3.84,5.76,Low Demand
SILVER LARIAT 40CM,32,241.4,14,1.28,1.92,Low Demand
SILVER LARIAT BLACK STONE EARRINGS,25,106.25,14,1.0,1.5,Low Demand
SILVER LATTICE VANILLA CANDLE POT,510,1893.78,104,20.4,30.599999999999998,Medium Demand
SILVER LOOKING MIRROR,14,69.3,8,0.56,0.8400000000000001,Low Demand
SILVER M.O.P ORBIT BRACELET,32,158.4,17,1.28,1.92,Low Demand
SILVER M.O.P ORBIT DROP EARRINGS,35,148.75,16,1.4,2.0999999999999996,Low Demand
SILVER M.O.P. ORBIT NECKLACE,8,23.6,3,0.32,0.48,Low Demand
SILVER MINI TAPE MEASURE ,1379,1079.85,68,55.16,82.74,Medium Demand
SILVER MONTE CARLO HANDBAG,8,68.0,3,0.32,0.48,Low Demand
SILVER MUG BONE CHINA TREE OF LIFE,1666,2307.29,148,66.64,99.96000000000001,Medium Demand
SILVER OVAL JEWELLED MIRROR,23,136.85,11,0.92,1.3800000000000001,Low Demand
SILVER OVAL SHAPE TRINKET BOX,33,328.34999999999997,14,1.32,1.98,Low Demand
SILVER PHOTO FRAME,302,514.1999999999999,46,12.08,18.12,Low Demand
SILVER PLATE CANDLE BOWL LARGE,450,1634.58,78,18.0,27.0,Low Demand
SILVER PLATE CANDLE BOWL SMALL,904,2666.8,108,36.16,54.239999999999995,Medium Demand
SILVER PURSE GOLD PINK BUTTERFLY,4,6.6,1,0.16,0.24,Low Demand
SILVER RECORD COVER FRAME,272,955.86,19,10.88,16.32,Low Demand
SILVER RETRODISC LAMPSHADE,605,1211.75,19,24.2,36.3,Medium Demand
SILVER ROCCOCO CHANDELIER,69,1297.75,22,2.76,4.14,Low Demand
SILVER ROCOCO CANDELABRA,7,89.25,4,0.28,0.42000000000000004,Low Demand
SILVER ROCOCO CANDLE STICK,201,643.9499999999999,27,8.04,12.059999999999999,Low Demand
SILVER SKULL HOT WATER BOTTLE ,182,673.86,76,7.28,10.92,Low Demand
SILVER SLEIGHBELL  WREATH,18,143.1,8,0.72,1.08,Low Demand
SILVER STANDING GNOME   ,77,321.25,29,3.08,4.62,Low Demand
SILVER STARS TABLE DECORATION,1948,1574.6000000000001,190,77.92,116.88,Medium Demand
SILVER T-LIGHT SETTING,213,1316.95,39,8.52,12.78,Low Demand
SILVER TEDDY BEAR,209,547.46,50,8.36,12.54,Low Demand
SILVER VANILLA  FLOWER CANDLE POT,339,1233.81,55,13.56,20.34,Low Demand
SILVER VANILLA FLOWER CANDLE POT,245,917.31,66,9.8,14.700000000000001,Low Demand
SILVER WASHBAG,30,88.50000000000001,9,1.2,1.7999999999999998,Low Demand
SILVER WINE GOBLET,2,9.3,1,0.08,0.12,Low Demand
SILVER/AMETHYST DROP EARRINGS LEAF,29,85.55000000000001,10,1.16,1.7399999999999998,Low Demand
SILVER/BLACK ORBIT NECKLACE,22,218.89999999999998,13,0.88,1.32,Low Demand
SILVER/BLACK PENDANT ORBIT NECKLACE,6,51.0,4,0.24,0.36,Low Demand
SILVER/CRYSTAL DROP EARRINGS W LEAF,18,53.10000000000001,8,0.72,1.08,Low Demand
SILVER/M.O.P PENDANT ORBIT NECKLACE,22,148.75,9,0.88,1.32,Low Demand
SILVER/MOP ORBIT NECKLACE,28,278.59999999999997,19,1.12,1.6800000000000002,Low Demand
SILVER/NAT SHELL NECKLACE W PENDANT,4,23.8,4,0.16,0.24,Low Demand
SILVER/NATURAL SHELL NECKLACE,19,161.5,7,0.76,1.1400000000000001,Low Demand
SINGLE ANTIQUE ROSE HOOK IVORY,1845,2672.85,250,73.8,110.69999999999999,Medium Demand
SINGLE HEART ZINC T-LIGHT HOLDER,16657,15443.210000000001,821,666.28,999.42,High Demand
SINGLE WIRE HOOK IVORY HEART,875,1209.1499999999999,75,35.0,52.5,Medium Demand
SINGLE WIRE HOOK PINK HEART,407,503.83,22,16.28,24.42,Low Demand
SIX DRAWER OFFICE TIDY,65,605.9499999999999,26,2.6,3.9000000000000004,Low Demand
SIX STRING SCANDINAVIAN HEART DECS,83,244.85000000000002,19,3.32,4.9799999999999995,Low Demand
SKETCHBOOK MAGNETIC SHOPPING LIST,1332,1921.24,180,53.28,79.92,Medium Demand
SKULL AND CROSSBONES  GARLAND ,3495,5361.95,212,139.8,209.70000000000002,High Demand
SKULL DESIGN TV DINNER TRAY,698,3092.5,200,27.92,41.88,Medium Demand
SKULL LUNCH BOX WITH CUTLERY ,3664,8730.3,490,146.56,219.84,High Demand
SKULL LUNCHBOX WITH CUTLERY ,253,600.15,42,10.12,15.18,Low Demand
SKULL SHOULDER BAG,3284,5198.6,345,131.36,197.04000000000002,High Demand
SKULLS  DESIGN  COTTON TOTE BAG,1039,1511.1499999999999,128,41.56,62.34,Medium Demand
SKULLS  STICKERS,4771,3824.47,268,190.84,286.26,High Demand
SKULLS  WATER TRANSFER TATTOOS ,5804,4645.4,366,232.16,348.24,High Demand
SKULLS AND CROSSBONES WRAP,9115,3716.3,267,364.6,546.9000000000001,High Demand
SKULLS DESIGN FLANNEL,1322,691.2,64,52.88,79.32000000000001,Medium Demand
SKULLS GREETING CARD,4946,1988.04,284,197.84,296.76,High Demand
SKULLS PARTY BAG + STICKER SET,4085,6297.049999999999,334,163.4,245.10000000000002,High Demand
SKULLS SQUARE TISSUE BOX,954,587.06,81,38.16,57.239999999999995,Medium Demand
SKULLS STORAGE BOX LARGE,450,928.1400000000001,58,18.0,27.0,Low Demand
SKULLS STORAGE BOX SMALL,450,713.4,73,18.0,27.0,Low Demand
SKULLS TAPE,932,405.88,70,37.28,55.92,Medium Demand
SKULLS WRAP,3350,1403.0,108,134.0,201.0,High Demand
SKULLS WRITING SET ,1535,2530.35,333,61.4,92.1,Medium Demand
SKY BLUE COLOUR GLASS GEMS IN BAG,85,57.129999999999995,10,3.4,5.1,Low Demand
SLATE TILE NATURAL HANGING,3809,5833.55,375,152.36,228.54000000000002,High Demand
SLEEPING CAT ERASERS,10254,2051.34,340,410.16,615.24,High Demand
SMALL APOTHECARY MEASURING JAR ,81,629.05,28,3.24,4.86,Low Demand
SMALL BLUE PROVENCAL CERAMIC BALL,88,145.2,13,3.52,5.28,Low Demand
SMALL BONNE JAM JAR  T-LIGHT HOLDER,416,795.6800000000001,21,16.64,24.96,Low Demand
SMALL CAMPHOR WOOD FIELD  MUSHROOM,451,506.31,43,18.04,27.06,Low Demand
SMALL CERAMIC TOP STORAGE JAR ,5666,4184.18,177,226.64,339.96,High Demand
SMALL CHINESE STYLE SCISSOR,30369,9838.98,92,1214.76,1822.1399999999999,High Demand
SMALL CHOCOLATES PINK BOWL,1972,1162.52,222,78.88,118.32,Medium Demand
SMALL CHUNKY GLASS ROMAN  BOWL,670,1011.1400000000001,34,26.8,40.2,Medium Demand
SMALL DECO JEWELLERY STAND,229,1831.65,70,9.16,13.74,Low Demand
SMALL DOLLY MIX DESIGN ORANGE BOWL,5562,3356.44,509,222.48,333.71999999999997,High Demand
SMALL FAIRY CAKE FRIDGE MAGNETS,12236,6875.0,5,489.44,734.16,High Demand
SMALL FOLDING SCISSOR(POINTED EDGE),3143,423.46,85,125.72,188.57999999999998,High Demand
SMALL FOLKART CHRISTMAS TREE DEC,135,34.62,4,5.4,8.100000000000001,Low Demand
SMALL FOLKART STAR CHRISTMAS DEC,2174,694.35,66,86.96,130.44,Medium Demand
SMALL GLASS HEART TRINKET POT,10603,20903.86,711,424.12,636.1800000000001,High Demand
SMALL GLASS ROSE SCENTED CANDLE,4,15.0,1,0.16,0.24,Low Demand
SMALL GLASS SUNDAE DISH CLEAR,907,1157.79,76,36.28,54.42,Medium Demand
SMALL GREEN PEONY FOLDING STOOL,262,602.6,24,10.48,15.72,Low Demand
SMALL HAMMERED SILVER CANDLEPOT ,885,2608.3500000000004,99,35.4,53.099999999999994,Medium Demand
SMALL HANGING GLASS+ZINC LANTERN,215,311.75,24,8.6,12.899999999999999,Low Demand
SMALL HANGING IVORY/RED WOOD BIRD,5447,2269.61,291,217.88,326.82,High Demand
SMALL HEART FLOWERS HOOK ,6342,5168.86,325,253.68,380.52,High Demand
SMALL HEART MEASURING SPOONS,5894,4953.349999999999,564,235.76,353.64,High Demand
SMALL IVORY HEART WALL ORGANISER,1022,5069.58,141,40.88,61.32000000000001,Medium Demand
SMALL JEWELLERY STAND,16,132.0,6,0.64,0.96,Low Demand
SMALL KITCHEN FLOWER POTS PLAQUE,356,714.2,31,14.24,21.36,Low Demand
SMALL LICORICE DES PINK BOWL,888,859.37,124,35.52,53.28,Medium Demand
SMALL MARAKESH LANTERN ON STICK,56,210.0,14,2.24,3.3600000000000003,Low Demand
SMALL MARAKESH METAL  LANTERN ,114,354.5,23,4.56,6.84,Low Demand
SMALL MARSHMALLOWS PINK BOWL,4193,2635.59,410,167.72,251.57999999999998,High Demand
SMALL MEDINA STAMPED METAL BOWL ,1704,1298.81,88,68.16,102.24,Medium Demand
SMALL ORIENTAL BLUE FOLDING STOOL,282,615.4,34,11.28,16.919999999999998,Low Demand
SMALL ORIENTAL RED FOLDING STOOL,237,540.75,19,9.48,14.22,Low Demand
SMALL PARISIENNE HEART PHOTO FRAME ,916,2125.1600000000003,123,36.64,54.96,Medium Demand
SMALL PARLOUR FRAME,42,106.98000000000002,2,1.68,2.52,Low Demand
SMALL PARLOUR PICTURE FRAME,164,459.56,32,6.56,9.84,Low Demand
SMALL PINK GLASS SUNDAE DISH,1103,693.15,61,44.12,66.17999999999999,Medium Demand
SMALL PINK MAGIC CHRISTMAS TREE,1720,850.53,94,68.8,103.19999999999999,Medium Demand
SMALL PINK PEONY FOLDING STOOL,189,401.3,17,7.56,11.34,Low Demand
SMALL POLKADOT CHOCOLATE GIFT BAG ,1430,1215.5,61,57.2,85.80000000000001,Medium Demand
SMALL POP BOX FUNKY MONKEY,172,210.48,34,6.88,10.32,Low Demand
"SMALL POP BOX,FUNKY MONKEY",402,464.1,47,16.08,24.119999999999997,Low Demand
SMALL POPCORN HOLDER,43970,33329.68,1039,1758.8,2638.2,High Demand
SMALL PURPLE BABUSHKA NOTEBOOK ,3589,2663.7,395,143.56,215.34,High Demand
SMALL RED BABUSHKA NOTEBOOK ,3710,2668.96,379,148.4,222.60000000000002,High Demand
SMALL RED RETROSPOT MUG IN BOX ,1443,4142.26,197,57.72,86.58,Medium Demand
SMALL RED RETROSPOT WINDMILL,4898,5821.82,329,195.92,293.88,High Demand
SMALL RED SPOT  WINDMILL,742,886.46,52,29.68,44.519999999999996,Medium Demand
SMALL REGAL  SILVER CANDLEPOT ,564,1587.0000000000002,61,22.56,33.839999999999996,Medium Demand
SMALL RETRO SPOT MUG IN BOX  RED,318,1192.5,78,12.72,19.080000000000002,Low Demand
SMALL RETRO SPOT MUG IN BOX  WHITE,382,1406.58,77,15.28,22.919999999999998,Low Demand
SMALL ROUND CUT GLASS CANDLESTICK,271,1242.75,43,10.84,16.259999999999998,Low Demand
SMALL SILVER FLOWER CANDLE POT,596,1748.6000000000001,75,23.84,35.76,Medium Demand
SMALL SILVER TRELLIS CANDLEPOT,782,2306.9,95,31.28,46.92,Medium Demand
SMALL SINGLE FLAME CANDLE HOLDER,51,17.849999999999998,8,2.04,3.06,Low Demand
SMALL SKULL WINDMILL,1984,2290.28,128,79.36,119.03999999999999,Medium Demand
SMALL SPOTTY CHOCOLATE GIFT BAG ,1049,881.5699999999999,65,41.96,62.94,Medium Demand
SMALL SQUARE CUT GLASS CANDLESTICK,152,752.4,37,6.08,9.120000000000001,Low Demand
SMALL STRIPES CHOCOLATE GIFT BAG ,2465,1430.93,82,98.6,147.89999999999998,Medium Demand
SMALL TAHITI BEACH BAG,457,1802.49,29,18.28,27.42,Low Demand
SMALL TALL CAMPHOR WOOD TOADSTOOL,523,603.15,57,20.92,31.380000000000003,Medium Demand
SMALL WHITE HEART OF WICKER,4283,6832.83,582,171.32,256.98,High Demand
SMALL WHITE RETROSPOT MUG IN BOX ,1143,2892.87,159,45.72,68.58,Medium Demand
SMALL WHITE/PINK ROSE ART FLOWER,394,299.53999999999996,19,15.76,23.64,Low Demand
SMALL YELLOW BABUSHKA NOTEBOOK ,2217,1696.9399999999998,331,88.68,133.02,Medium Demand
SMALL ZINC HEART WALL ORGANISER,1538,5378.8,42,61.52,92.28,Medium Demand
SMALL ZINC/GLASS CANDLEHOLDER,441,328.77,20,17.64,26.46,Low Demand
SMALLFOLKART BAUBLE CHRISTMAS DEC,3499,884.4599999999999,62,139.96,209.94,High Demand
SMOKEY GREY COLOUR D.O.F. GLASS,707,282.78999999999996,35,28.28,42.42,Medium Demand
SMOKEY GREY COLOUR GLASS,200,57.99999999999999,11,8.0,12.0,Low Demand
SNACK TRAY HAPPY FOREST  ,111,216.45,21,4.44,6.66,Low Demand
SNACK TRAY I LOVE LONDON,151,280.05,24,6.04,9.06,Low Demand
SNACK TRAY PAISLEY PARK,164,305.4,22,6.56,9.84,Low Demand
SNACK TRAY RED GINGHAM,56,109.2,11,2.24,3.3600000000000003,Low Demand
SNACK TRAY RED VINTAGE DOILY,185,346.34999999999997,29,7.4,11.100000000000001,Low Demand
SNOWFLAKE PORTABLE TABLE LIGHT ,737,2219.59,154,29.48,44.22,Medium Demand
SNOWSTORM PHOTO FRAME FRIDGE MAGNET,1512,1235.28,104,60.48,90.72,Medium Demand
SOAP DISH BROCANTE,1117,3141.55,148,44.68,67.02,Medium Demand
SOFT PINK ROSE TOWEL ,114,530.1,32,4.56,6.84,Low Demand
SOLDIERS EGG CUP ,9389,10860.22,349,375.56,563.34,High Demand
SOMBRERO ,9551,12419.65,123,382.04,573.0600000000001,High Demand
SPACE BOY BIRTHDAY CARD,817,338.82,53,32.68,49.019999999999996,Medium Demand
SPACE BOY CHILDRENS CUP,130,143.3,5,5.2,7.800000000000001,Low Demand
SPACE BOY GIFT WRAP,775,325.5,27,31.0,46.5,Medium Demand
SPACE CADET BLACK,128,157.41,25,5.12,7.68,Low Demand
SPACE CADET RED,230,286.12,39,9.2,13.799999999999999,Low Demand
SPACE CADET WHITE,180,226.73,32,7.2,10.8,Low Demand
SPACE FROG,233,293.5,36,9.32,13.98,Low Demand
SPACE OWL,403,502.37,55,16.12,24.18,Low Demand
SPACEBOY BEAKER,2571,2975.75,138,102.84,154.26,High Demand
SPACEBOY BIRTHDAY CARD,16474,6555.9800000000005,808,658.96,988.44,High Demand
SPACEBOY CHILDRENS BOWL,2367,2757.15,174,94.68,142.02,Medium Demand
SPACEBOY CHILDRENS CUP,1952,2344.32,159,78.08,117.12,Medium Demand
SPACEBOY CHILDRENS EGG CUP,1222,1535.97,147,48.88,73.32000000000001,Medium Demand
SPACEBOY GIFT WRAP,13767,5656.14,442,550.68,826.02,High Demand
SPACEBOY LUNCH BOX ,20661,36862.29,1108,826.44,1239.66,High Demand
SPACEBOY MINI BACKPACK,1037,4163.55,201,41.48,62.22,Medium Demand
SPACEBOY MINI RUCKSACK,13,53.95,4,0.52,0.78,Low Demand
SPACEBOY ROCKET LOLLY MAKERS,592,1175.68,78,23.68,35.519999999999996,Medium Demand
SPACEBOY TV DINNER TRAY,899,3952.8900000000003,188,35.96,53.94,Medium Demand
SPACEBOY WALL ART,306,885.9000000000001,13,12.24,18.36,Low Demand
SPHERICAL IVORY CANDLE ,82,34.44,12,3.28,4.92,Low Demand
SPOTS DESIGN MUG W PINK INSIDE,790,1139.34,51,31.6,47.400000000000006,Medium Demand
SPOTS MUG,426,744.2999999999998,17,17.04,25.56,Low Demand
SPOTS ON RED BOOKCOVER TAPE,62,26.04,18,2.48,3.7199999999999998,Low Demand
SPOTTED WHITE NATURAL SEED NECKLACE,77,101.75,8,3.08,4.62,Low Demand
SPOTTY  HOME SWEET HOME DOORMAT,650,3785.5,108,26.0,39.0,Medium Demand
SPOTTY BUNTING,7639,35539.25,1003,305.56,458.34000000000003,High Demand
SPOTTY COCKEREL DOORSTOP,1,4.25,1,0.04,0.06,Low Demand
SPOTTY COFFEE CUP & SAUCER,28,82.60000000000001,6,1.12,1.6800000000000002,Low Demand
SPOTTY PINK DUCK DOORSTOP,587,2042.49,139,23.48,35.22,Medium Demand
SPRIG LAVENDER ARTIFICIAL FLOWER,668,516.28,29,26.72,40.08,Medium Demand
"SPRING DEC , HANGING CHICK  GREEN",1113,1433.85,71,44.52,66.78,Medium Demand
"SPRING DEC , HANGING CHICK  YELLOW",1556,2018.6,92,62.24,93.36,Medium Demand
"SPRING DEC , HANGING CHICK CREAM",1874,2422.1,118,74.96,112.44,Medium Demand
SPRING FLOWER CHOPSTICKS SET/5,857,1581.1499999999999,87,34.28,51.42,Medium Demand
SQUARE CHERRY BLOSSOM CABINET,456,2281.2000000000003,73,18.24,27.36,Low Demand
SQUARE FLOOR CUSHION VINTAGE PINK ,5,39.75,3,0.2,0.30000000000000004,Low Demand
SQUARE FLOOR CUSHION VINTAGE RED,100,785.0,46,4.0,6.0,Low Demand
SQUARE METAL CANDLEHOLDER BASE,177,112.05,17,7.08,10.620000000000001,Low Demand
SQUARE MINI PORTRAIT FRAME,269,520.9499999999999,44,10.76,16.14,Low Demand
SQUARE MIRROR CURTAIN,207,1434.18,44,8.28,12.419999999999998,Low Demand
SQUARECUSHION COVER PINK UNION FLAG,119,800.05,44,4.76,7.14,Low Demand
SQUARECUSHION COVER PINK UNION JACK,150,382.14,29,6.0,9.0,Low Demand
ST GEORGE SET OF 10 PARTY LIGHTS,51,150.45000000000002,16,2.04,3.06,Low Demand
ST TROPEZ NECKLACE,22,108.9,11,0.88,1.32,Low Demand
STANDING FAIRY POLE SUPPORT ,779,627.83,47,31.16,46.74,Medium Demand
STANDING METAL RABBIT WITH EGG,675,1206.0,68,27.0,40.5,Medium Demand
STAR  T-LIGHT HOLDER ,647,935.7499999999999,60,25.88,38.82,Medium Demand
STAR DECORATION PAINTED ZINC ,5565,1797.81,180,222.6,333.9,High Demand
STAR DECORATION RUSTIC,5865,2463.3,221,234.6,351.9,High Demand
STAR PORTABLE TABLE LIGHT ,1384,3852.4000000000005,139,55.36,83.03999999999999,Medium Demand
STAR T-LIGHT HOLDER WILLIE WINKIE,1142,1875.06,98,45.68,68.52,Medium Demand
STAR WOODEN CHRISTMAS DECORATION,4666,3878.74,290,186.64,279.96,High Demand
STAR WREATH DECORATION WITH BELL,1595,1923.19,121,63.8,95.69999999999999,Medium Demand
STARFISH SOAP DISH,162,377.9,35,6.48,9.72,Low Demand
STARS GIFT TAPE ,2102,1056.96,165,84.08,126.12,Medium Demand
STEEL SWEETHEART ROUND TABLE CREAM,128,1878.9499999999998,74,5.12,7.68,Low Demand
STOOL HOME SWEET HOME ,228,2648.4,106,9.12,13.68,Low Demand
STOP FOR TEA WALL ART,518,2572.7,41,20.72,31.08,Medium Demand
STORAGE TIN HOME SWEET HOME,237,435.43,35,9.48,14.22,Low Demand
STORAGE TIN VINTAGE DOILEY ,6,17.34,1,0.24,0.36,Low Demand
STORAGE TIN VINTAGE DOILY ,1251,3548.39,158,50.04,75.06,Medium Demand
STORAGE TIN VINTAGE LEAF,765,1955.1299999999999,95,30.6,45.900000000000006,Medium Demand
STRAWBERRIES  DESIGN FLANNEL ,1542,880.04,73,61.68,92.52,Medium Demand
STRAWBERRIES PRINT BOWL,5,6.25,2,0.2,0.30000000000000004,Low Demand
STRAWBERRY   PICNIC BAG,3820,10629.0,499,152.8,229.20000000000002,High Demand
STRAWBERRY BATH SPONGE ,3275,4021.91,314,131.0,196.5,High Demand
STRAWBERRY CAKE TEAPOT,16,79.2,4,0.64,0.96,Low Demand
STRAWBERRY CANDY BAG,1659,524.25,41,66.36,99.53999999999999,Medium Demand
STRAWBERRY CERAMIC TRINKET BOX,34726,40675.38,1818,1389.04,2083.56,High Demand
STRAWBERRY CERAMIC TRINKET POT,1038,1314.54,75,41.52,62.28,Medium Demand
STRAWBERRY CHARLOTTE BAG,14654,11750.0,988,586.16,879.24,High Demand
STRAWBERRY DREAM CHILDS UMBRELLA,562,1787.5,157,22.48,33.72,Medium Demand
STRAWBERRY FAIRY CAKE TEAPOT,2234,10731.4,410,89.36,134.04,Medium Demand
STRAWBERRY HONEYCOMB  GARLAND ,2072,2842.8,190,82.88,124.32,Medium Demand
STRAWBERRY LUNCH BOX WITH CUTLERY,6505,15454.19,798,260.2,390.29999999999995,High Demand
STRAWBERRY LUNCHBOX WITH CUTLERY,1404,3241.8,153,56.16,84.24,Medium Demand
STRAWBERRY RAFFIA FOOD COVER,1238,4373.7,229,49.52,74.28,Medium Demand
STRAWBERRY SCENTED SET/9 T-LIGHTS,816,662.4,93,32.64,48.96,Medium Demand
STRAWBERRY SHOPPER BAG,5371,6398.53,500,214.84,322.26,High Demand
STRAWBERY SWIRL FLARE CANDLE,24,50.400000000000006,7,0.96,1.44,Low Demand
STRAWBRY SCENTED VOTIVE CANDLE,2421,621.4499999999999,65,96.84,145.26,Medium Demand
STRING CRYSTALS NATURAL,272,340.0,25,10.88,16.32,Low Demand
STRING OF 20 ROSE LIGHTS,262,2962.5,37,10.48,15.72,Low Demand
"STRING OF 8 BUTTERFLIES,PINK",365,579.3,58,14.6,21.9,Low Demand
STRING OF STARS CARD HOLDER,309,829.9500000000002,42,12.36,18.54,Low Demand
STRIPES DESIGN MONKEY DOLL,1319,1622.85,89,52.76,79.14,Medium Demand
STRIPES DESIGN TEDDY,168,428.4,65,6.72,10.08,Low Demand
STRIPEY CHOCOLATE NESTING BOXES,860,2063.4,130,34.4,51.599999999999994,Medium Demand
STRIPY DESIGN SHOWER CAP,1087,491.86999999999995,60,43.48,65.22,Medium Demand
SUKI  SHOULDER BAG,5048,7942.62,452,201.92,302.88,High Demand
SUMMER BUTTERFLIES BAG CHARM,31,79.05,11,1.24,1.8599999999999999,Low Demand
SUMMER DAISIES BAG CHARM,84,214.2,19,3.36,5.04,Low Demand
SUMMER FUN DESIGN SHOWER CAP,1304,464.55999999999995,49,52.16,78.24,Medium Demand
SUNFLOWER DECORATIVE PARASOL,128,1051.2,34,5.12,7.68,Low Demand
SUNSET CHECK HAMMOCK,291,2199.4500000000003,83,11.64,17.46,Low Demand
SUNSET COLOUR CHUNKY KNITTED THROW,52,881.4,32,2.08,3.12,Low Demand
SWALLOW CIGAR BOX MATCHES ,1391,1629.31,93,55.64,83.46000000000001,Medium Demand
SWALLOW GIANT TUBE MATCHES,1115,2573.25,86,44.6,66.9,Medium Demand
SWALLOW SMALL TUBE MATCHES,1,1.65,1,0.04,0.06,Low Demand
SWALLOW SQUARE TISSUE BOX,2056,1214.22,211,82.24,123.35999999999999,Medium Demand
SWALLOW WOODEN CHRISTMAS DECORATION,3121,2640.37,243,124.84,187.26,High Demand
SWALLOWS GREETING CARD,12664,5084.13,601,506.56,759.84,High Demand
SWEET HEART CAKE CARRIER,78,754.0,42,3.12,4.68,Low Demand
SWEET PUDDING STICKER SHEET,295,250.75,40,11.8,17.700000000000003,Low Demand
